SocialMumID,SocialDadID,SocialMumCertain,SocialDadCertain,BroodRef,BroodName,Situation,DVDRef,DVDNumber,Filename,Age
4744,4682,TRUE,TRUE,1190,J059,4,2480,VJ0139,2010\VJ0139.xlsx,6
4744,4682,TRUE,TRUE,1190,J059,4,2482,VJ0141,2010\VJ0141.xlsx,6
4754,4573,TRUE,TRUE,1152,J021,4,2362,VJ0020,2010\VJ0020.xlsx,6
4754,4573,TRUE,TRUE,1175,J044,4,2425,VJ0084,2010\VJ0084.xlsx,6
4754,4573,TRUE,TRUE,1175,J044,4,2424,VJ0083,2010\VJ0083.xlsx,10
4759,3764,TRUE,TRUE,1159,J028,4,2383,VJ0039,2010\VJ0039.xlsx,11
4759,3764,TRUE,TRUE,1176,J045,4,2448,VJ0170,2010\VJ0170.xlsx,10
4759,3764,TRUE,TRUE,1214,K014,4,2521,VK0019,2011\VK0019.xlsx,6
4759,3764,TRUE,TRUE,1214,K014,4,2559,VK0052,2011\VK0052.xlsx,10
4759,3764,TRUE,TRUE,1268,K068,4,2701,VK0191,2011\VK0191.xlsx,6
4759,3764,TRUE,TRUE,1268,K068,4,2727,VK0219,2011\VK0219.xlsx,10
4759,3764,TRUE,TRUE,1333,K131,4,2883,VK0373,2011\VK0373.xlsx,6
4760,4109,TRUE,TRUE,1133,J002,4,2507,VJ0166,2010\VJ0166.xlsx,7
4760,4109,TRUE,TRUE,1133,J002,4,2508,VJ0167,2010\VJ0167.xlsx,11
4760,4109,TRUE,TRUE,1167,J035,4,2396,VJ0052,2010\VJ0052.xlsx,11
4830,4070,TRUE,TRUE,1241,K042,4,2543,VK0048,2011\VK0048.xlsx,6
4830,4070,TRUE,TRUE,1293,K093,4,2760,VK0251,2011\VK0251.xlsx,6
4830,4070,TRUE,TRUE,1293,K093,4,2768,VK0258,2011\VK0258.xlsx,10
4854,4907,TRUE,TRUE,1260,K060,4,2681,VK0173,2011\VK0173.xlsx,6
4854,4907,TRUE,TRUE,1314,K112,4,2818,VK0308,2011\VK0308.xlsx,6
4854,4907,TRUE,TRUE,1314,K112,4,2833,VK0323,2011\VK0323.xlsx,10
4854,4929,TRUE,TRUE,1593,M135,4,3877,VM0540,2013\VM0540.xlsx,6
4854,4929,TRUE,TRUE,1714,N076,4,4281,VN0313,2014\VN0313.xlsx,10
4854,4929,TRUE,TRUE,1793,N155,4,4546,VN0587,2014\VN0587.xlsx,6
4854,4929,TRUE,TRUE,1793,N155,4,4574,VN0613,2014\VN0613.xlsx,10
4854,4929,TRUE,TRUE,1865,N227,4,5139,VN0837,2014\VN0837.xlsx,10
4858,4765,TRUE,TRUE,1267,K067,4,2699,VK0189,2011\VK0189.xlsx,6
4858,4765,TRUE,TRUE,1267,K067,4,2723,VK0214,2011\VK0214.xlsx,10
4858,4745,TRUE,TRUE,1548,M090,4,3662,VM0336,2013\VM0336.xlsx,6
4858,4745,TRUE,TRUE,1602,M144,4,3889,VM0552,2013\VM0552.xlsx,6
4858,4745,TRUE,TRUE,1602,M144,4,3931,VM0593,2013\VM0593.xlsx,10
4862,4847,TRUE,TRUE,1257,K057,4,2647,VK0139,2011\VK0139.xlsx,6
4862,4847,TRUE,TRUE,1257,K057,4,2670,VK0162,2011\VK0162.xlsx,10
4862,4847,TRUE,TRUE,1316,K114,4,2834,VK0324,2011\VK0324.xlsx,6
4862,4847,TRUE,TRUE,1316,K114,4,2849,VK0339,2011\VK0339.xlsx,10
4862,5031,TRUE,TRUE,1363,L006,4,2988,VL0052,2012\VL0052.xlsx,6
4862,5031,TRUE,TRUE,1363,L006,4,2996,VL0063,2012\VL0063.xlsx,10
4863,4852,TRUE,TRUE,1265,K065,4,2696,VK0185,2011\VK0185.xlsx,6
4863,4852,TRUE,TRUE,1265,K065,4,2718,VK0208,2011\VK0208.xlsx,10
4864,5623,TRUE,TRUE,1244,K044,4,2608,VK0103,2011\VK0103.xlsx,6
4864,5623,TRUE,TRUE,1244,K044,4,2612,VK0105,2011\VK0105.xlsx,10
4867,5050,TRUE,TRUE,1345,K143,4,2915,VK0407,2011\VK0407.xlsx,6
4867,5050,TRUE,TRUE,1345,K143,4,2926,VK0419,2011\VK0419.xlsx,10
4872,4996,TRUE,TRUE,1226,K027,4,2540,VK0045,2011\VK0045.xlsx,6
4872,4996,TRUE,TRUE,1226,K027,4,2593,VK0086,2011\VK0086.xlsx,10
4872,4996,TRUE,TRUE,1281,K081,4,2717,VK0207,2011\VK0207.xlsx,6
4872,4996,TRUE,TRUE,1281,K081,4,2745,VK0235,2011\VK0235.xlsx,10
4872,5675,TRUE,TRUE,1374,L017,4,3025,VL0094,2012\VL0094.xlsx,6
4872,5675,TRUE,TRUE,1374,L017,4,3035,VL0110,2012\VL0110.xlsx,10
4872,5675,TRUE,TRUE,1412,L055,4,3150,VL0224,2012\VL0224.xlsx,6
4872,5675,TRUE,TRUE,1412,L055,4,3195,VL0248,2012\VL0248.xlsx,10
4872,5675,TRUE,TRUE,1450,L093,4,3317,VL0381,2012\VL0381.xlsx,6
4872,5675,TRUE,TRUE,1481,M023,4,3458,VM0071,2013\VM0071.xlsx,6
4872,5675,TRUE,TRUE,1545,M087,4,3606,VM0278,2013\VM0278.xlsx,6
4872,5675,TRUE,TRUE,1545,M087,4,3648,VM0322,2013\VM0322.xlsx,10
4872,5675,TRUE,TRUE,1678,N040,4,4144,VN0151,2014\VN0151.xlsx,6
4872,5675,TRUE,TRUE,1678,N040,4,4173,VN0186,2014\VN0186.xlsx,10
4872,5675,TRUE,TRUE,1753,N115,4,4418,VN0457,2014\VN0457.xlsx,6
4872,5675,TRUE,TRUE,1753,N115,4,4454,VN0493,2014\VN0493.xlsx,10
4872,5675,TRUE,TRUE,1838,N200,4,4742,VN0781,2014\VN0781.xlsx,6
4872,5675,TRUE,TRUE,1838,N200,4,4764,VN0805,2014\VN0805.xlsx,10
4873,4960,TRUE,TRUE,1235,K036,4,2574,VK0067,2011\VK0067.xlsx,6
4873,4960,TRUE,TRUE,1235,K036,4,2600,VK0093,2011\VK0093.xlsx,10
4873,4960,TRUE,TRUE,1276,K076,4,2709,VK0199,2011\VK0199.xlsx,6
4873,4960,TRUE,TRUE,1276,K076,4,2735,VK0225,2011\VK0225.xlsx,10
4873,4960,TRUE,TRUE,1323,K121,4,2857,VK0347,2011\VK0347.xlsx,6
4873,4960,TRUE,TRUE,1323,K121,4,2889,VK0379,2011\VK0379.xlsx,10
4873,5393,TRUE,TRUE,1396,L039,4,3100,VL0167,2012\VL0167.xlsx,6
4873,5393,TRUE,TRUE,1396,L039,4,3112,VL0185,2012\VL0185.xlsx,10
4873,5393,TRUE,TRUE,1429,L072,4,3232,VL0297,2012\VL0297.xlsx,6
4873,5393,TRUE,TRUE,1429,L072,4,3255,VL0319,2012\VL0319.xlsx,10
4873,4960,TRUE,TRUE,1654,N016,4,4046,VN0069,2014\VN0069.xlsx,6
4873,4960,TRUE,TRUE,1654,N016,4,4090,VN0103,2014\VN0103.xlsx,10
4873,4960,TRUE,TRUE,1742,N104,4,4344,VN0383,2014\VN0383.xlsx,6
4873,4960,TRUE,TRUE,1742,N104,4,4385,VN0424,2014\VN0424.xlsx,10
4898,5048,TRUE,TRUE,1404,L047,4,3136,VL0203,2012\VL0203.xlsx,6
4898,5048,TRUE,TRUE,1404,L047,4,3146,VL0218,2012\VL0218.xlsx,10
4898,5048,TRUE,TRUE,1439,L082,4,3287,VL0351,2012\VL0351.xlsx,6
4898,5048,TRUE,TRUE,1439,L082,4,3310,VL0374,2012\VL0374.xlsx,10
4905,4109,TRUE,TRUE,1221,K021,4,2539,VK0044,2011\VK0044.xlsx,6
4905,4109,TRUE,TRUE,1221,K021,4,2588,VK0081,2011\VK0081.xlsx,10
4905,4109,TRUE,TRUE,1330,K128,4,2869,VK0360,2011\VK0360.xlsx,6
4905,4109,TRUE,TRUE,1330,K128,4,2897,VK0390,2011\VK0390.xlsx,10
4909,5644,TRUE,TRUE,1305,K103,4,2781,VK0271,2011\VK0271.xlsx,6
4909,5644,TRUE,TRUE,1305,K103,4,2809,VK0299,2011\VK0299.xlsx,10
4927,4906,TRUE,TRUE,1224,K024,4,2534,VK0038,2011\VK0038.xlsx,6
4927,4906,TRUE,TRUE,1224,K024,4,2583,VK0076,2011\VK0076.xlsx,10
4933,5202,TRUE,TRUE,1373,L016,4,3006,VL0073,2012\VL0073.xlsx,6
4933,5202,TRUE,TRUE,1373,L016,4,3030,VL0105,2012\VL0105.xlsx,10
4933,5202,TRUE,TRUE,1419,L062,4,3148,VL0221,2012\VL0221.xlsx,6
4933,5202,TRUE,TRUE,1419,L062,4,3190,VL0243,2012\VL0243.xlsx,10
4933,5202,TRUE,TRUE,1456,L099,4,3325,VL0389,2012\VL0389.xlsx,6
4933,5202,TRUE,TRUE,1475,M017,4,3446,VM0046,2013\VM0046.xlsx,6
4933,5202,TRUE,TRUE,1475,M017,4,3461,VM0079,2013\VM0079.xlsx,10
4933,5202,TRUE,TRUE,1557,M099,4,3683,VM0357,2013\VM0357.xlsx,6
4933,5202,TRUE,TRUE,1557,M099,4,3709,VM0382,2013\VM0382.xlsx,10
4933,5202,TRUE,TRUE,1661,N023,4,4096,VN0109,2014\VN0109.xlsx,6
4933,5202,TRUE,TRUE,1661,N023,4,4129,VN0141,2014\VN0141.xlsx,10
4942,3496,TRUE,TRUE,1280,K080,4,2714,VK0204,2011\VK0204.xlsx,6
4942,3496,TRUE,TRUE,1280,K080,4,2739,VK0229,2011\VK0229.xlsx,10
4944,4072,TRUE,TRUE,1303,K101,4,2774,VK0264,2011\VK0264.xlsx,6
4944,4072,TRUE,TRUE,1303,K101,4,2792,VK0282,2011\VK0282.xlsx,10
4944,4722,TRUE,TRUE,1405,L048,4,3135,VL0202,2012\VL0202.xlsx,6
4944,4722,TRUE,TRUE,1405,L048,4,3153,VL0216,2012\VL0216.xlsx,10
4944,4722,TRUE,TRUE,1445,L088,4,3292,VL0356,2012\VL0356.xlsx,6
4944,4722,TRUE,TRUE,1445,L088,4,3313,VL0377,2012\VL0377.xlsx,10
4944,4722,TRUE,TRUE,1562,M104,4,3705,VM0379,2013\VM0379.xlsx,6
4944,4722,TRUE,TRUE,1562,M104,4,3725,VM0398,2013\VM0398.xlsx,10
4944,4722,TRUE,TRUE,1627,M169,4,3968,VM0629,2013\VM0629.xlsx,6
4944,4722,TRUE,TRUE,1627,M169,4,3974,VM0635,2013\VM0635.xlsx,10
4947,4914,TRUE,TRUE,1232,K033,4,2570,VK0063,2011\VK0063.xlsx,6
4947,4914,TRUE,TRUE,1232,K033,4,2599,VK0092,2011\VK0092.xlsx,10
4947,4914,TRUE,TRUE,1285,K085,4,2726,VK0218,2011\VK0218.xlsx,6
4947,4914,TRUE,TRUE,1338,K136,4,2907,VK0399,2011\VK0399.xlsx,6
4947,4914,TRUE,TRUE,1338,K136,4,2913,VK0405,2011\VK0405.xlsx,10
4961,4686,TRUE,TRUE,1336,K134,4,2895,VK0382,2011\VK0382.xlsx,6
4961,4686,TRUE,TRUE,1336,K134,4,2905,VK0397,2011\VK0397.xlsx,10
4961,4960,TRUE,TRUE,1369,L012,4,3003,VL0070,2012\VL0070.xlsx,6
4961,4960,TRUE,TRUE,1369,L012,4,3029,VL0101,2012\VL0101.xlsx,10
4961,4960,TRUE,TRUE,1431,L074,4,3243,VL0308,2012\VL0308.xlsx,6
4961,4960,TRUE,TRUE,1431,L074,4,3266,VL0330,2012\VL0330.xlsx,10
4961,4960,TRUE,TRUE,1464,M006,4,3358,VM0033,2013\VM0033.xlsx,6
4961,4960,TRUE,TRUE,1518,M060,4,3575,VM0245,2013\VM0245.xlsx,6
4961,4960,TRUE,TRUE,1518,M060,4,3612,VM0284,2013\VM0284.xlsx,10
4961,4960,TRUE,TRUE,1582,M124,4,3821,VM0491,2013\VM0491.xlsx,6
4961,4960,TRUE,TRUE,1582,M124,4,3856,VM0521,2013\VM0521.xlsx,10
4961,7267,TRUE,TRUE,1754,N116,4,4427,VN0466,2014\VN0466.xlsx,6
4961,7267,TRUE,TRUE,1754,N116,4,4466,VN0505,2014\VN0505.xlsx,10
4961,7267,TRUE,TRUE,1835,N197,4,4715,VN0754,2014\VN0754.xlsx,6
4961,7267,TRUE,TRUE,1835,N197,4,4743,VN0782,2014\VN0782.xlsx,10
4963,4868,TRUE,TRUE,1317,K115,4,2835,VK0325,2011\VK0325.xlsx,6
4963,4868,TRUE,TRUE,1317,K115,4,2850,VK0340,2011\VK0340.xlsx,10
4963,5468,TRUE,TRUE,1365,L008,4,2993,VL0059,2012\VL0059.xlsx,6
4963,5468,TRUE,TRUE,1365,L008,4,3009,VL0078,2012\VL0078.xlsx,10
4963,5449,TRUE,TRUE,1398,L041,4,3110,VL0182,2012\VL0182.xlsx,6
4963,5449,TRUE,TRUE,1398,L041,4,3129,VL0196,2012\VL0196.xlsx,10
4963,5449,TRUE,TRUE,1434,L077,4,3248,VL0312,2012\VL0312.xlsx,6
4963,5449,TRUE,TRUE,1434,L077,4,3269,VL0333,2012\VL0333.xlsx,10
4963,6386,TRUE,TRUE,1579,M121,4,3787,VM0461,2013\VM0461.xlsx,6
4965,4812,TRUE,TRUE,1313,K111,4,2793,VK0283,2011\VK0283.xlsx,6
4965,4812,TRUE,TRUE,1313,K111,4,2819,VK0309,2011\VK0309.xlsx,10
4965,5314,TRUE,TRUE,1423,L066,4,3179,VL0263,2012\VL0263.xlsx,6
4965,5314,TRUE,TRUE,1423,L066,4,3204,VL0269,2012\VL0269.xlsx,10
4965,5314,TRUE,TRUE,1486,M028,4,3478,VM0118,2013\VM0118.xlsx,6
4965,5314,TRUE,TRUE,1486,M028,4,3499,VM0150,2013\VM0150.xlsx,10
4965,5314,TRUE,TRUE,1570,M112,4,3740,VM0413,2013\VM0413.xlsx,6
4965,5314,TRUE,TRUE,1570,M112,4,3758,VM0430,2013\VM0430.xlsx,10
4965,6503,TRUE,TRUE,1684,N046,4,4168,VN0181,2014\VN0181.xlsx,6
4965,6503,TRUE,TRUE,1774,N136,4,4479,VN0518,2014\VN0518.xlsx,6
4965,6503,TRUE,TRUE,1774,N136,4,4520,VN0561,2014\VN0561.xlsx,10
4967,4649,TRUE,TRUE,1216,K016,4,2529,VK0028,2011\VK0028.xlsx,6
4967,4768,TRUE,TRUE,1277,K077,4,2711,VK0201,2011\VK0201.xlsx,6
4967,4768,TRUE,TRUE,1277,K077,4,2736,VK0226,2011\VK0226.xlsx,10
4967,4768,TRUE,TRUE,1327,K125,4,2861,VK0351,2011\VK0351.xlsx,6
4967,4768,TRUE,TRUE,1327,K125,4,2891,VK0381,2011\VK0381.xlsx,10
4967,4768,TRUE,TRUE,1376,L019,4,3021,VL0087,2012\VL0087.xlsx,6
4967,4768,TRUE,TRUE,1376,L019,4,3037,VL0112,2012\VL0112.xlsx,10
4967,5517,TRUE,TRUE,1420,L063,4,3193,VL0246,2012\VL0246.xlsx,6
4967,5517,TRUE,TRUE,1420,L063,4,3173,VL0257,2012\VL0257.xlsx,10
4967,5461,TRUE,TRUE,1501,M043,4,3531,VM0189,2013\VM0189.xlsx,6
4967,5461,TRUE,TRUE,1501,M043,4,3558,VM0222,2013\VM0222.xlsx,10
4967,5461,TRUE,TRUE,1581,M123,4,3800,VM0455,2013\VM0455.xlsx,6
4967,5461,TRUE,TRUE,1581,M123,4,3839,VM0506,2013\VM0506.xlsx,10
4967,5461,TRUE,TRUE,1697,N059,4,4220,VN0235,2014\VN0235.xlsx,6
4967,5461,TRUE,TRUE,1790,N152,4,4533,VN0574,2014\VN0574.xlsx,6
4967,5461,TRUE,TRUE,1790,N152,4,4562,VN0601,2014\VN0601.xlsx,10
4968,4998,TRUE,TRUE,1295,K029,4,2541,VK0046,2011\VK0046.xlsx,6
4968,4998,TRUE,TRUE,1295,K029,4,2595,VK0088,2011\VK0088.xlsx,10
4968,4998,TRUE,TRUE,1275,K075,4,2712,VK0202,2011\VK0202.xlsx,6
4968,4998,TRUE,TRUE,1335,K133,4,2884,VK0374,2011\VK0374.xlsx,6
4968,4998,TRUE,TRUE,1335,K133,4,2901,VK0393,2011\VK0393.xlsx,10
4972,4673,TRUE,TRUE,1220,K020,4,2537,VK0041,2011\VK0041.xlsx,6
4972,4673,TRUE,TRUE,1220,K020,4,2586,VK0079,2011\VK0079.xlsx,10
4972,4673,TRUE,TRUE,1274,K074,4,2710,VK0200,2011\VK0200.xlsx,6
4972,4673,TRUE,TRUE,1274,K074,4,2729,VK0217,2011\VK0217.xlsx,10
4972,4673,TRUE,TRUE,1324,K122,4,2862,VK0352,2011\VK0352.xlsx,6
4974,5062,TRUE,TRUE,1246,K046,4,2617,VK0110,2011\VK0110.xlsx,6
4974,5062,TRUE,TRUE,1246,K046,4,2625,VK0118,2011\VK0118.xlsx,10
4974,4060,TRUE,TRUE,1302,K100,4,2773,VK0263,2011\VK0263.xlsx,6
4974,4060,TRUE,TRUE,1302,K100,4,2790,VK0280,2011\VK0280.xlsx,10
4975,4991,TRUE,TRUE,1370,L013,4,3004,VL0071,2012\VL0071.xlsx,6
4975,4991,TRUE,TRUE,1397,L040,4,3102,VL0169,2012\VL0169.xlsx,6
4975,4895,TRUE,TRUE,1451,L094,4,3274,VL0338,2012\VL0338.xlsx,6
4975,4895,TRUE,TRUE,1451,L094,4,3289,VL0353,2012\VL0353.xlsx,10
4975,5461,TRUE,TRUE,1478,M020,4,3443,VM0042,2013\VM0042.xlsx,6
4975,6489,TRUE,TRUE,1580,M122,4,3788,VM0462,2013\VM0462.xlsx,6
4975,6489,TRUE,TRUE,1580,M122,4,3828,VM0498,2013\VM0498.xlsx,10
4975,7267,TRUE,TRUE,1682,N044,4,4185,VN0198,2014\VN0198.xlsx,6
4975,7267,TRUE,TRUE,1682,N044,4,4224,VN0241,2014\VN0241.xlsx,10
4975,7267,TRUE,TRUE,1786,N148,4,4508,VN0546,2014\VN0546.xlsx,6
4975,7267,TRUE,TRUE,1786,N148,4,4541,VN0582,2014\VN0582.xlsx,10
4975,7267,TRUE,TRUE,1874,N236,4,4793,VN0833,2014\VN0833.xlsx,6
4975,7267,TRUE,TRUE,1874,N236,4,5140,VN0839,2014\VN0839.xlsx,10
4976,5096,TRUE,TRUE,1382,L025,4,2994,VL0060,2012\VL0060.xlsx,7
4976,5096,TRUE,TRUE,1382,L025,4,3008,VL0077,2012\VL0077.xlsx,10
4976,5139,TRUE,TRUE,1500,M042,4,3509,VM0163,2013\VM0163.xlsx,6
4976,5139,TRUE,TRUE,1500,M042,4,3539,VM0197,2013\VM0197.xlsx,10
4976,5139,TRUE,TRUE,1810,N172,4,4628,VN0668,2014\VN0668.xlsx,6
4976,5139,TRUE,TRUE,1810,N172,4,4665,VN0702,2014\VN0702.xlsx,10
4982,4885,TRUE,TRUE,1213,K013,4,2524,VK0022,2011\VK0022.xlsx,6
4982,4885,TRUE,TRUE,1213,K013,4,2558,VK0051,2011\VK0051.xlsx,10
4982,4885,TRUE,TRUE,1272,K072,4,2706,VK0196,2011\VK0196.xlsx,6
4982,4885,TRUE,TRUE,1272,K072,4,2733,VK0223,2011\VK0223.xlsx,10
4982,4737,TRUE,TRUE,1332,K130,4,2881,VK0371,2011\VK0371.xlsx,6
4989,4900,TRUE,TRUE,1243,K026,4,2602,VK0097,2011\VK0097.xlsx,6
4989,4900,TRUE,TRUE,1243,K026,4,2613,VK0106,2011\VK0106.xlsx,10
4989,4900,TRUE,TRUE,1312,K110,4,2795,VK0285,2011\VK0285.xlsx,6
4989,4900,TRUE,TRUE,1312,K110,4,2820,VK0310,2011\VK0310.xlsx,10
5005,4060,TRUE,TRUE,1344,K142,4,2914,VK0406,2011\VK0406.xlsx,6
5005,4060,TRUE,TRUE,1344,K142,4,2924,VK0416,2011\VK0416.xlsx,10
5014,5489,TRUE,TRUE,1358,L001,4,2940,VL0008,2012\VL0008.xlsx,6
5014,5489,TRUE,TRUE,1358,L001,4,2950,VL0017,2012\VL0017.xlsx,10
5014,5489,TRUE,TRUE,1383,L026,4,3039,VL0114,2012\VL0114.xlsx,6
5014,5489,TRUE,TRUE,1417,L060,4,3183,VL0230,2012\VL0230.xlsx,6
5014,5489,TRUE,TRUE,1417,L060,4,3196,VL0249,2012\VL0249.xlsx,10
5014,5489,TRUE,TRUE,1447,L090,4,3304,VL0368,2012\VL0368.xlsx,6
5014,5489,TRUE,TRUE,1447,L090,4,3320,VL0384,2012\VL0384.xlsx,10
5014,5489,TRUE,TRUE,1563,M105,4,3714,VM0387,2013\VM0387.xlsx,6
5014,5489,TRUE,TRUE,1563,M105,4,3730,VM0403,2013\VM0403.xlsx,10
5014,5489,TRUE,TRUE,1623,M165,4,3949,VM0610,2013\VM0610.xlsx,6
5014,5489,TRUE,TRUE,1623,M165,4,3967,VM0628,2013\VM0628.xlsx,10
5014,4895,TRUE,TRUE,1781,N143,4,4496,VN0534,2014\VN0534.xlsx,6
5014,4895,TRUE,TRUE,1781,N143,4,4534,VN0575,2014\VN0575.xlsx,10
5014,4895,TRUE,TRUE,1855,N217,4,4759,VN0800,2014\VN0800.xlsx,6
5014,4895,TRUE,TRUE,1855,N217,4,4780,VN0820,2014\VN0820.xlsx,10
5017,4706,TRUE,TRUE,1218,K018,4,2532,VK0034,2011\VK0034.xlsx,6
5017,4706,TRUE,TRUE,1218,K018,4,2576,VK0069,2011\VK0069.xlsx,10
5017,4706,TRUE,TRUE,1282,K082,4,2720,VK0210,2011\VK0210.xlsx,6
5017,4706,TRUE,TRUE,1282,K082,4,2748,VK0238,2011\VK0238.xlsx,10
5025,5044,TRUE,TRUE,1321,K119,4,2852,VK0342,2011\VK0342.xlsx,6
5025,5044,TRUE,TRUE,1321,K119,4,2868,VK0359,2011\VK0359.xlsx,10
5025,4705,TRUE,TRUE,1362,L005,4,2991,VL0056,2012\VL0056.xlsx,6
5025,4705,TRUE,TRUE,1362,L005,4,3007,VL0074,2012\VL0074.xlsx,10
5025,4705,TRUE,TRUE,1415,L058,4,3132,VL0199,2012\VL0199.xlsx,6
5025,4705,TRUE,TRUE,1415,L058,4,3142,VL0213,2012\VL0213.xlsx,10
5025,4705,TRUE,TRUE,1442,L085,4,3293,VL0357,2012\VL0357.xlsx,6
5025,4705,TRUE,TRUE,1442,L085,4,3314,VL0378,2012\VL0378.xlsx,10
5030,4768,TRUE,TRUE,1227,K028,4,2542,VK0047,2011\VK0047.xlsx,6
5030,4768,TRUE,TRUE,1227,K028,4,2594,VK0087,2011\VK0087.xlsx,10
5046,5047,TRUE,TRUE,1242,K043,4,2580,VK0073,2011\VK0073.xlsx,6
5046,5047,TRUE,TRUE,1291,K091,4,2750,VK0240,2011\VK0240.xlsx,6
5046,5047,TRUE,TRUE,1291,K091,4,2766,VK0257,2011\VK0257.xlsx,10
5058,4717,TRUE,TRUE,1279,K079,4,2716,VK0206,2011\VK0206.xlsx,6
5058,4717,TRUE,TRUE,1279,K079,4,2744,VK0234,2011\VK0234.xlsx,10
5063,4758,TRUE,TRUE,1340,K138,4,2909,VK0401,2011\VK0401.xlsx,6
5067,4868,TRUE,TRUE,1251,K051,4,2627,VK0120,2011\VK0120.xlsx,6
5067,4868,TRUE,TRUE,1251,K051,4,2642,VK0135,2011\VK0135.xlsx,10
5067,5623,TRUE,TRUE,1366,L009,4,2997,VL0064,2012\VL0064.xlsx,6
5067,5623,TRUE,TRUE,1366,L009,4,3023,VL0090,2012\VL0090.xlsx,10
5067,5623,TRUE,TRUE,1410,L053,4,3145,VL0217,2012\VL0217.xlsx,6
5067,5623,TRUE,TRUE,1410,L053,4,3188,VL0239,2012\VL0239.xlsx,10
5067,5623,TRUE,TRUE,1446,L089,4,3301,VL0365,2012\VL0365.xlsx,6
5067,5031,TRUE,TRUE,1503,M045,4,3534,VM0192,2013\VM0192.xlsx,6
5067,5031,TRUE,TRUE,1503,M045,4,3561,VM0224,2013\VM0224.xlsx,10
5093,4682,TRUE,TRUE,1384,L027,4,3049,VL0125,2012\VL0125.xlsx,6
5093,4682,TRUE,TRUE,1384,L027,4,3067,VL0135,2012\VL0135.xlsx,10
5093,4682,TRUE,TRUE,1443,L086,4,3295,VL0359,2012\VL0359.xlsx,6
5093,4682,TRUE,TRUE,1443,L086,4,3315,VL0379,2012\VL0379.xlsx,10
5093,4682,TRUE,TRUE,1468,M010,4,3356,VM0028,2013\VM0028.xlsx,6
5093,4682,TRUE,TRUE,1468,M010,4,3448,VM0051,2013\VM0051.xlsx,10
5093,4682,TRUE,TRUE,1537,M079,4,3631,VM0305,2013\VM0305.xlsx,6
5093,4682,TRUE,TRUE,1537,M079,4,3667,VM0341,2013\VM0341.xlsx,10
5093,4682,TRUE,TRUE,1605,M147,4,3909,VM0570,2013\VM0570.xlsx,6
5093,4682,TRUE,TRUE,1605,M147,4,3946,VM0607,2013\VM0607.xlsx,10
5134,5107,TRUE,TRUE,1395,L038,4,3099,VL0166,2012\VL0166.xlsx,6
5134,5107,TRUE,TRUE,1395,L038,4,3124,VL0190,2012\VL0190.xlsx,10
5134,5107,TRUE,TRUE,1436,L079,4,3278,VL0342,2012\VL0342.xlsx,6
5134,5107,TRUE,TRUE,1436,L079,4,3303,VL0367,2012\VL0367.xlsx,11
5140,5593,TRUE,TRUE,1377,L020,4,3012,VL0081,2012\VL0081.xlsx,6
5140,5593,TRUE,TRUE,1377,L020,4,3034,VL0109,2012\VL0109.xlsx,10
5140,4895,TRUE,TRUE,1407,L050,4,3138,VL0205,2012\VL0205.xlsx,6
5140,4895,TRUE,TRUE,1407,L050,4,3147,VL0220,2012\VL0220.xlsx,10
5140,4895,TRUE,TRUE,1448,L091,4,3318,VL0382,2012\VL0382.xlsx,6
5140,4895,TRUE,TRUE,1466,M008,4,3359,VM0034,2013\VM0034.xlsx,6
5140,4895,TRUE,TRUE,1466,M008,4,3451,VM0053,2013\VM0053.xlsx,10
5140,4895,TRUE,TRUE,1530,M072,4,3613,VM0286,2013\VM0286.xlsx,6
5140,4895,TRUE,TRUE,1530,M072,4,3653,VM0327,2013\VM0327.xlsx,10
5140,4895,TRUE,TRUE,1603,M145,4,3896,VM0558,2013\VM0558.xlsx,6
5140,4895,TRUE,TRUE,1603,M145,4,3933,VM0594,2013\VM0594.xlsx,10
5140,4895,TRUE,TRUE,1672,N034,4,4156,VN0170,2014\VN0170.xlsx,6
5140,4895,TRUE,TRUE,1672,N034,4,4186,VN0199,2014\VN0199.xlsx,10
5140,4895,TRUE,TRUE,1755,N117,4,4435,VN0474,2014\VN0474.xlsx,6
5140,4895,TRUE,TRUE,1755,N117,4,4474,VN0513,2014\VN0513.xlsx,10
5140,4895,TRUE,TRUE,1839,N201,4,4727,VN0766,2014\VN0766.xlsx,6
5140,4895,TRUE,TRUE,1839,N201,4,4753,VN0793,2014\VN0793.xlsx,10
5214,4757,TRUE,TRUE,1394,L037,4,3098,VL0165,2012\VL0165.xlsx,6
5214,4757,TRUE,TRUE,1394,L037,4,3121,VL0187,2012\VL0187.xlsx,10
5214,4757,TRUE,TRUE,1432,L075,4,3247,VL0311,2012\VL0311.xlsx,6
5214,4757,TRUE,TRUE,1432,L075,4,3268,VL0332,2012\VL0332.xlsx,10
5214,4757,TRUE,TRUE,1534,M076,4,3617,VM0290,2013\VM0290.xlsx,6
5214,4757,TRUE,TRUE,1534,M076,4,3656,VM0330,2013\VM0330.xlsx,10
5214,4757,TRUE,TRUE,1601,M143,4,3887,VM0550,2013\VM0550.xlsx,6
5214,4757,TRUE,TRUE,1601,M143,4,3927,VM0588,2013\VM0588.xlsx,10
5214,4757,TRUE,TRUE,1820,N182,4,4663,VN0700,2014\VN0700.xlsx,6
5214,4757,TRUE,TRUE,1820,N182,4,4687,VN0726,2014\VN0726.xlsx,10
5284,3764,TRUE,TRUE,1368,L011,4,2998,VL0065,2012\VL0065.xlsx,6
